Landroid/adservices/common/FrequencyCapFilters;->getSizeInBytes()I,blocked
Landroid/adservices/common/FrequencyCapFilters;->getSizeInBytesOfFcapList(Ljava/util/List;)I,blocked
Landroid/adservices/common/FrequencyCapFilters;->jsonArrayToFcapList(Lorg/json/JSONArray;)Ljava/util/List;,blocked
Landroid/adservices/common/FrequencyCapFilters;->toJson()Lorg/json/JSONObject;,blocked

Landroid/adservices/common/KeyedFrequencyCap$1;-><init>()V,blocked
Landroid/adservices/common/KeyedFrequencyCap$1;->createFromParcel(Landroid/os/Parcel;)Landroid/adservices/common/KeyedFrequencyCap;,blocked
Landroid/adservices/common/KeyedFrequencyCap$1;->newArray(I)[Landroid/adservices/common/KeyedFrequencyCap;,blocked
Landroid/adservices/common/KeyedFrequencyCap;-><clinit>()V,blocked
Landroid/adservices/common/KeyedFrequencyCap;-><init>(Landroid/adservices/common/KeyedFrequencyCap$Builder;)V,blocked
Landroid/adservices/common/KeyedFrequencyCap;-><init>(Landroid/adservices/common/KeyedFrequencyCap$Builder;Landroid/adservices/common/KeyedFrequencyCap-IA;)V,blocked
Landroid/adservices/common/KeyedFrequencyCap;-><init>(Landroid/os/Parcel;)V,blocked
Landroid/adservices/common/KeyedFrequencyCap;-><init>(Landroid/os/Parcel;Landroid/adservices/common/KeyedFrequencyCap-IA;)V,blocked
Landroid/adservices/common/KeyedFrequencyCap;->fromJson(Lorg/json/JSONObject;)Landroid/adservices/common/KeyedFrequencyCap;,blocked
Landroid/adservices/common/KeyedFrequencyCap;->getSizeInBytes()I,blocked
Landroid/adservices/common/KeyedFrequencyCap;->toJson()Lorg/json/JSONObject;,blocked

Landroid/adservices/customaudience/FetchAndJoinCustomAudienceRequest;-><init>(Landroid/adservices/customaudience/FetchAndJoinCustomAudienceRequest$Builder;)V,blocked
Landroid/adservices/customaudience/FetchAndJoinCustomAudienceRequest;-><init>(Landroid/adservices/customaudience/FetchAndJoinCustomAudienceRequest$Builder;Landroid/adservices/customaudience/FetchAndJoinCustomAudienceRequest-IA;)V,blocked

Landroid/adservices/customaudience/PartialCustomAudience$$ExternalSyntheticLambda0;-><init>()V,blocked
Landroid/adservices/customaudience/PartialCustomAudience$$ExternalSyntheticLambda0;->read(Landroid/os/Parcel;)Ljava/lang/Object;,blocked
Landroid/adservices/customaudience/PartialCustomAudience$$ExternalSyntheticLambda1;-><init>()V,blocked
Landroid/adservices/customaudience/PartialCustomAudience$$ExternalSyntheticLambda1;->read(Landroid/os/Parcel;)Ljava/lang/Object;,blocked
Landroid/adservices/customaudience/PartialCustomAudience$$ExternalSyntheticLambda2;-><init>()V,blocked
Landroid/adservices/customaudience/PartialCustomAudience$$ExternalSyntheticLambda2;->write(Landroid/os/Parcel;Ljava/lang/Object;)V,blocked
Landroid/adservices/customaudience/PartialCustomAudience$$ExternalSyntheticLambda3;-><init>()V,blocked
Landroid/adservices/customaudience/PartialCustomAudience$$ExternalSyntheticLambda3;->write(Landroid/os/Parcel;Ljava/lang/Object;)V,blocked
Landroid/adservices/customaudience/PartialCustomAudience$$ExternalSyntheticLambda4;-><init>(I)V,blocked
Landroid/adservices/customaudience/PartialCustomAudience$$ExternalSyntheticLambda4;->write(Landroid/os/Parcel;Ljava/lang/Object;)V,blocked
Landroid/adservices/customaudience/PartialCustomAudience$1;-><init>()V,blocked
Landroid/adservices/customaudience/PartialCustomAudience$1;->createFromParcel(Landroid/os/Parcel;)Landroid/adservices/customaudience/PartialCustomAudience;,blocked
Landroid/adservices/customaudience/PartialCustomAudience$1;->newArray(I)[Landroid/adservices/customaudience/PartialCustomAudience;,blocked
Landroid/adservices/customaudience/PartialCustomAudience;-><clinit>()V,blocked
Landroid/adservices/customaudience/PartialCustomAudience;-><init>(Landroid/adservices/customaudience/PartialCustomAudience$Builder;)V,blocked
Landroid/adservices/customaudience/PartialCustomAudience;-><init>(Landroid/adservices/customaudience/PartialCustomAudience$Builder;Landroid/adservices/customaudience/PartialCustomAudience-IA;)V,blocked
Landroid/adservices/customaudience/PartialCustomAudience;-><init>(Landroid/os/Parcel;)V,blocked
Landroid/adservices/customaudience/PartialCustomAudience;-><init>(Landroid/os/Parcel;Landroid/adservices/customaudience/PartialCustomAudience-IA;)V,blocked

Landroid/adservices/customaudience/ScheduleCustomAudienceUpdateRequest;-><init>(Landroid/adservices/customaudience/ScheduleCustomAudienceUpdateRequest$Builder;)V,blocked
Landroid/adservices/customaudience/ScheduleCustomAudienceUpdateRequest;-><init>(Landroid/adservices/customaudience/ScheduleCustomAudienceUpdateRequest$Builder;Landroid/adservices/customaudience/ScheduleCustomAudienceUpdateRequest-IA;)V,blocked

Landroid/adservices/measurement/SourceRegistrationRequest$$ExternalSyntheticLambda0;-><init>(I)V,blocked
Landroid/adservices/measurement/SourceRegistrationRequest$$ExternalSyntheticLambda0;->write(Landroid/os/Parcel;Ljava/lang/Object;)V,blocked
Landroid/adservices/measurement/SourceRegistrationRequest$1;-><init>()V,blocked
Landroid/adservices/measurement/SourceRegistrationRequest$1;->createFromParcel(Landroid/os/Parcel;)Landroid/adservices/measurement/SourceRegistrationRequest;,blocked
Landroid/adservices/measurement/SourceRegistrationRequest$1;->newArray(I)[Landroid/adservices/measurement/SourceRegistrationRequest;,blocked
Landroid/adservices/measurement/SourceRegistrationRequest;-><clinit>()V,blocked
Landroid/adservices/measurement/SourceRegistrationRequest;-><init>(Landroid/adservices/measurement/SourceRegistrationRequest$Builder;)V,blocked
Landroid/adservices/measurement/SourceRegistrationRequest;-><init>(Landroid/adservices/measurement/SourceRegistrationRequest$Builder;Landroid/adservices/measurement/SourceRegistrationRequest-IA;)V,blocked
Landroid/adservices/measurement/SourceRegistrationRequest;-><init>(Landroid/os/Parcel;)V,blocked
Landroid/adservices/measurement/SourceRegistrationRequest;-><init>(Landroid/os/Parcel;Landroid/adservices/measurement/SourceRegistrationRequest-IA;)V,blocked

Landroid/adservices/ondevicepersonalization/KeyValueStore;->getTableId()I,blocked

Landroid/adservices/ondevicepersonalization/EventLogRecord;->getTimeMillis()J,blocked 

Landroid/adservices/ondevicepersonalization/EventUrlProvider;-><init>(Landroid/adservices/ondevicepersonalization/aidl/IDataAccessService;)V,blocked
Landroid/adservices/ondevicepersonalization/EventUrlProvider$1;->onError(I)V,blocked
Landroid/adservices/ondevicepersonalization/EventUrlProvider$1;->onSuccess(Landroid/os/Bundle;)V,blocked
Landroid/adservices/ondevicepersonalization/EventUrlProvider;->getUrl(Landroid/os/Bundle;IJ)Landroid/net/Uri;,blocked
Landroid/adservices/ondevicepersonalization/EventUrlProvider$CallbackResult;-><init>(Landroid/os/Bundle;I)V,blocked

Landroid/adservices/ondevicepersonalization/ExecuteInput;-><init>(Landroid/adservices/ondevicepersonalization/ExecuteInputParcel;)V,blocked

Landroid/adservices/ondevicepersonalization/ExecuteOutput;-><init>(Landroid/adservices/ondevicepersonalization/RequestLogRecord;Landroid/adservices/ondevicepersonalization/RenderingConfig;Ljava/util/List;[B)V,blocked

Landroid/adservices/ondevicepersonalization/ExecuteOutput$Builder;->checkNotUsed()V,blocked

Landroid/adservices/ondevicepersonalization/FederatedComputeInput;-><init>(Ljava/lang/String;)V,blocked
Landroid/adservices/ondevicepersonalization/FederatedComputeInput;->__metadata()V,blocked

Landroid/adservices/ondevicepersonalization/FederatedComputeInput$Builder;->checkNotUsed()V,blocked

Landroid/adservices/ondevicepersonalization/FederatedComputeScheduler$1;-><init>(Landroid/adservices/ondevicepersonalization/FederatedComputeScheduler;Ljava/util/concurrent/CountDownLatch;[I)V,blocked
Landroid/adservices/ondevicepersonalization/FederatedComputeScheduler$1;->onFailure(I)V,blocked
Landroid/adservices/ondevicepersonalization/FederatedComputeScheduler$1;->onSuccess()V,blocked
Landroid/adservices/ondevicepersonalization/FederatedComputeScheduler$2;-><init>(Landroid/adservices/ondevicepersonalization/FederatedComputeScheduler;Ljava/util/concurrent/CountDownLatch;[I)V,blocked
Landroid/adservices/ondevicepersonalization/FederatedComputeScheduler$2;->onFailure(I)V,blocked
Landroid/adservices/ondevicepersonalization/FederatedComputeScheduler$2;->onSuccess()V,blocked
Landroid/adservices/ondevicepersonalization/FederatedComputeScheduler;-><clinit>()V,blocked
Landroid/adservices/ondevicepersonalization/FederatedComputeScheduler;-><init>(Landroid/adservices/ondevicepersonalization/aidl/IFederatedComputeService;Landroid/adservices/ondevicepersonalization/aidl/IDataAccessService;)V,blocked
Landroid/adservices/ondevicepersonalization/FederatedComputeScheduler;->convertSchedulingMode(Landroid/adservices/ondevicepersonalization/TrainingInterval;)I,blocked
Landroid/adservices/ondevicepersonalization/FederatedComputeScheduler;->convertTrainingInterval(Landroid/adservices/ondevicepersonalization/TrainingInterval;)Landroid/federatedcompute/common/TrainingInterval;,blocked
Landroid/adservices/ondevicepersonalization/FederatedComputeScheduler;->logApiCallStats(IJI)V,blocked
Landroid/adservices/ondevicepersonalization/FederatedComputeScheduler;->sLogger:Lcom/android/ondevicepersonalization/internal/util/LoggerFactory$Logger;,blocked

Landroid/adservices/ondevicepersonalization/InferenceInput;-><init>(Landroid/adservices/ondevicepersonalization/InferenceInput$Params;[Ljava/lang/Object;ILandroid/adservices/ondevicepersonalization/InferenceOutput;)V,blocked
Landroid/adservices/ondevicepersonalization/InferenceInput;->__metadata()V,blocked

Landroid/adservices/ondevicepersonalization/InferenceInput$Params;-><init>(Landroid/adservices/ondevicepersonalization/KeyValueStore;Ljava/lang/String;III)V,blocked
Landroid/adservices/ondevicepersonalization/InferenceInput$Params;->__metadata()V,blocked

Landroid/adservices/ondevicepersonalization/InferenceOutput;-><init>(Ljava/util/Map;)V,blocked
Landroid/adservices/ondevicepersonalization/InferenceOutput;->__metadata()V,blocked

Landroid/adservices/ondevicepersonalization/InferenceOutput$Builder;->checkNotUsed()V,blocked

Landroid/adservices/ondevicepersonalization/IsolatedService;-><clinit>()V,blocked

Landroid/adservices/ondevicepersonalization/IsolatedService$ServiceBinder;-><init>(Landroid/adservices/ondevicepersonalization/IsolatedService;)V,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService$ServiceBinder;->getDataAccessService(Landroid/os/Bundle;)Landroid/adservices/ondevicepersonalization/aidl/IDataAccessService;,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService$ServiceBinder;->getFederatedComputeService(Landroid/os/Bundle;)Landroid/adservices/ondevicepersonalization/aidl/IFederatedComputeService;,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService$ServiceBinder;->getIsolatedModelService(Landroid/os/Bundle;)Landroid/adservices/ondevicepersonalization/aidl/IIsolatedModelService;,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService$ServiceBinder;->onRequest(ILandroid/os/Bundle;Landroid/adservices/ondevicepersonalization/aidl/IIsolatedServiceCallback;)V,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService$ServiceBinder;->performDownload(Landroid/os/Bundle;Landroid/adservices/ondevicepersonalization/aidl/IIsolatedServiceCallback;)V,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService$ServiceBinder;->performExecute(Landroid/os/Bundle;Landroid/adservices/ondevicepersonalization/aidl/IIsolatedServiceCallback;)V,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService$ServiceBinder;->performOnTrainingExample(Landroid/os/Bundle;Landroid/adservices/ondevicepersonalization/aidl/IIsolatedServiceCallback;)V,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService$ServiceBinder;->performOnWebTrigger(Landroid/os/Bundle;Landroid/adservices/ondevicepersonalization/aidl/IIsolatedServiceCallback;)V,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService$ServiceBinder;->performOnWebViewEvent(Landroid/os/Bundle;Landroid/adservices/ondevicepersonalization/aidl/IIsolatedServiceCallback;)V,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService$ServiceBinder;->performRender(Landroid/os/Bundle;Landroid/adservices/ondevicepersonalization/aidl/IIsolatedServiceCallback;)V,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService$ServiceBinder;->performRequest(ILandroid/os/Bundle;Landroid/adservices/ondevicepersonalization/aidl/IIsolatedServiceCallback;)V,blocked

Landroid/adservices/ondevicepersonalization/IsolatedService$WrappedCallback;-><init>(Landroid/adservices/ondevicepersonalization/aidl/IIsolatedServiceCallback;Landroid/adservices/ondevicepersonalization/RequestToken;Ljava/util/function/Function;)V,blocked
Landroid/adservices/ondevicepersonalization/IsolatedService$WrappedCallback;->onError(Landroid/adservices/ondevicepersonalization/IsolatedServiceException;)V,blocked

Landroid/adservices/ondevicepersonalization/LogReader$1;-><init>(Landroid/adservices/ondevicepersonalization/LogReader;Ljava/util/concurrent/BlockingQueue;)V,blocked
Landroid/adservices/ondevicepersonalization/LogReader$1;->onError(I)V,blocked
Landroid/adservices/ondevicepersonalization/LogReader$1;->onSuccess(Landroid/os/Bundle;)V,blocked
Landroid/adservices/ondevicepersonalization/LogReader;-><clinit>()V,blocked
Landroid/adservices/ondevicepersonalization/LogReader;-><init>(Landroid/adservices/ondevicepersonalization/aidl/IDataAccessService;)V,blocked
Landroid/adservices/ondevicepersonalization/LogReader;->handleAsyncRequest(ILandroid/os/Bundle;)Landroid/os/Bundle;,blocked
Landroid/adservices/ondevicepersonalization/LogReader;->handleListLookupRequest(ILandroid/os/Bundle;)Lcom/android/ondevicepersonalization/internal/util/OdpParceledListSlice;,blocked
Landroid/adservices/ondevicepersonalization/LogReader;->logApiCallStats(IJI)V,blocked

Landroid/adservices/ondevicepersonalization/ModelManager$1;-><init>(Landroid/adservices/ondevicepersonalization/ModelManager;Ljava/util/concurrent/Executor;Landroid/os/OutcomeReceiver;J)V,blocked
Landroid/adservices/ondevicepersonalization/ModelManager$1;->onError(I)V,blocked
Landroid/adservices/ondevicepersonalization/ModelManager$1;->onSuccess(Landroid/os/Bundle;)V,blocked
Landroid/adservices/ondevicepersonalization/ModelManager;-><clinit>()V,blocked
Landroid/adservices/ondevicepersonalization/ModelManager;-><init>(Landroid/adservices/ondevicepersonalization/aidl/IDataAccessService;Landroid/adservices/ondevicepersonalization/aidl/IIsolatedModelService;)V,blocked
Landroid/adservices/ondevicepersonalization/ModelManager;->logApiCallStats(IJI)V,blocked

Landroid/adservices/ondevicepersonalization/OnDevicePersonalizationManager$ExecuteResult;-><init>(Landroid/adservices/ondevicepersonalization/SurfacePackageToken;[B)V,blocked
Landroid/adservices/ondevicepersonalization/OnDevicePersonalizationManager;-><init>(Landroid/content/Context;)V,blocked
Landroid/adservices/ondevicepersonalization/OnDevicePersonalizationManager;-><init>(Landroid/content/Context;Lcom/android/federatedcompute/internal/util/AbstractServiceBinder;)V,blocked

Landroid/adservices/ondevicepersonalization/RenderingConfig;-><init>(Ljava/util/List;)V,blocked
Landroid/adservices/ondevicepersonalization/RenderingConfig;-><init>(Landroid/os/Parcel;)V,blocked
Landroid/adservices/ondevicepersonalization/RenderingConfig$1;->createFromParcel(Landroid/os/Parcel;)Landroid/adservices/ondevicepersonalization/RenderingConfig;,blocked
Landroid/adservices/ondevicepersonalization/RenderingConfig$1;->newArray(I)[Landroid/adservices/ondevicepersonalization/RenderingConfig;,blocked
Landroid/adservices/ondevicepersonalization/RenderingConfig;->__metadata()V,blocked
Landroid/adservices/ondevicepersonalization/RenderingConfig$Builder;->checkNotUsed()V,blocked


Landroid/adservices/ondevicepersonalization/RenderInput;-><init>(Landroid/adservices/ondevicepersonalization/RenderInputParcel;)V,blocked
Landroid/adservices/ondevicepersonalization/RenderInput;->__metadata()V,blocked

Landroid/adservices/ondevicepersonalization/RenderOutput;-><init>(Ljava/lang/String;Ljava/lang/String;Landroid/os/PersistableBundle;)V,blocked
Landroid/adservices/ondevicepersonalization/RenderOutput;->__metadata()V,blocked

Landroid/adservices/ondevicepersonalization/RenderOutput$Builder;->checkNotUsed()V,blocked

Landroid/adservices/ondevicepersonalization/RequestLogRecord;-><init>(Landroid/os/Parcel;)V,blocked
Landroid/adservices/ondevicepersonalization/RequestLogRecord;-><init>(Ljava/util/List;JJ)V,blocked
Landroid/adservices/ondevicepersonalization/RequestLogRecord;->__metadata()V,blocked
Landroid/adservices/ondevicepersonalization/RequestLogRecord;->getRequestId()J,blocked
Landroid/adservices/ondevicepersonalization/RequestLogRecord;->getTimeMillis()J,blocked
Landroid/adservices/ondevicepersonalization/RequestLogRecord$1;->createFromParcel(Landroid/os/Parcel;)Landroid/adservices/ondevicepersonalization/RequestLogRecord;,blocked
