Landroid/accessibilityservice/AccessibilityService$IAccessibilityServiceClientWrapper;->lambda$onPerformGestureResult$8(IZ)V,blocked
Landroid/accessibilityservice/AccessibilityService$IAccessibilityServiceClientWrapper;->lambda$onSoftKeyboardShowModeChanged$7(I)V,blocked
Landroid/accessibilityservice/AccessibilityService$IAccessibilityServiceClientWrapper;->lambda$onSystemActionsChanged$13()V,blocked
Landroid/accessibilityservice/AccessibilityService$IAccessibilityServiceClientWrapper;->lambda$onTouchStateChanged$18(II)V,blocked
Landroid/accessibilityservice/AccessibilityService$IAccessibilityServiceClientWrapper;->onAccessibilityButtonClicked(I)V,blocked
Landroid/accessibilityservice/AccessibilityService$IAccessibilityServiceClientWrapper;->onSystemActionsChanged()V,blocked
Landroid/accessibilityservice/AccessibilityService$IAccessibilityServiceClientWrapper;->onTouchStateChanged(II)V,blocked
Landroid/accessibilityservice/AccessibilityService$IAccessibilityServiceClientWrapper;->unbindInput()V,blocked
Landroid/accessibilityservice/AccessibilityService$MagnificationController;->onServiceConnectedLocked()V,blocked
Landroid/accessibilityservice/AccessibilityService;->calculateGestureSampleTimeMs(I)I,blocked
Landroid/accessibilityservice/AccessibilityService;->getConnectionId()I,blocked
Landroid/accessibilityservice/AccessibilityService;->getMagnificationController(I)Landroid/accessibilityservice/AccessibilityService$MagnificationController;,blocked
Landroid/accessibilityservice/AccessibilityService;->onAccessibilityButtonClicked(I)V,blocked
Landroid/accessibilityservice/AccessibilityService;->onTouchStateChanged(II)V,blocked
Landroid/accessibilityservice/AccessibilityServiceInfo$1;-><init>()V,blocked
Landroid/accessibilityservice/AccessibilityServiceInfo$1;->newArray(I)[Landroid/accessibilityservice/AccessibilityServiceInfo;,blocked
Landroid/accessibilityservice/AccessibilityServiceInfo;-><clinit>()V,blocked
Landroid/accessibilityservice/AccessibilityServiceInfo;->getAnimatedImageRes()I,blocked
Landroid/accessibilityservice/AccessibilityServiceInfo;->getObservedMotionEventSources()I,blocked,test-api
Landroid/accessibilityservice/AccessibilityServiceInfo;->isWithinParcelableSize()Z,blocked
Landroid/accessibilityservice/AccessibilityServiceInfo;->resetDynamicallyConfigurableProperties()V,blocked
Landroid/accessibilityservice/AccessibilityServiceInfo;->setObservedMotionEventSources(I)V,blocked,test-api
Landroid/accessibilityservice/AccessibilityShortcutInfo;->getActivityInfo()Landroid/content/pm/ActivityInfo;,blocked
Landroid/accessibilityservice/AccessibilityShortcutInfo;->getAnimatedImageRes()I,blocked
Landroid/accessibilityservice/AccessibilityShortcutInfo;->getComponentName()Landroid/content/ComponentName;,blocked
Landroid/accessibilityservice/AccessibilityShortcutInfo;->getSettingsActivityName()Ljava/lang/String;,blocked
Landroid/accessibilityservice/AccessibilityShortcutInfo;->getTileServiceName()Ljava/lang/String;,blocked
Landroid/accessibilityservice/AccessibilityTrace;-><clinit>()V,blocked
Landroid/accessibilityservice/AccessibilityTrace;->getNamesOfLoggingTypes(J)Ljava/util/List;,blocked
Landroid/accessibilityservice/AccessibilityTrace;->getTraceStateForAccessibilityManagerClientState()I,blocked
Landroid/accessibilityservice/AccessibilityTrace;->isA11yTracingEnabled()Z,blocked
Landroid/accessibilityservice/AccessibilityTrace;->isA11yTracingEnabledForTypes(J)Z,blocked
Landroid/accessibilityservice/AccessibilityTrace;->startTrace(J)V,blocked
Landroid/accessibilityservice/AccessibilityTrace;->stopTrace()V,blocked
Landroid/accessibilityservice/BrailleDisplayController;->checkApiFlagIsEnabled()V,blocked
Landroid/accessibilityservice/BrailleDisplayControllerImpl$IBrailleDisplayControllerWrapper;->lambda$onConnected$0([B)V,blocked
Landroid/accessibilityservice/BrailleDisplayControllerImpl$IBrailleDisplayControllerWrapper;->lambda$onConnectionFailed$1(I)V,blocked
Landroid/accessibilityservice/BrailleDisplayControllerImpl$IBrailleDisplayControllerWrapper;->lambda$onInput$2([B)V,blocked
Landroid/accessibilityservice/BrailleDisplayControllerImpl$IBrailleDisplayControllerWrapper;->onConnectionFailed(I)V,blocked
Landroid/accessibilityservice/BrailleDisplayControllerImpl$IBrailleDisplayControllerWrapper;->onDisconnected()V,blocked
Landroid/accessibilityservice/BrailleDisplayControllerImpl$IBrailleDisplayControllerWrapper;->onInput([B)V,blocked
Landroid/accessibilityservice/BrailleDisplayControllerImpl;-><clinit>()V,blocked
Landroid/accessibilityservice/BrailleDisplayControllerImpl;->clearConnectionLocked()V,blocked
Landroid/accessibilityservice/GestureDescription$GestureStep$1;-><init>()V,blocked
Landroid/accessibilityservice/GestureDescription$GestureStep$1;->newArray(I)[Landroid/accessibilityservice/GestureDescription$GestureStep;,blocked
Landroid/accessibilityservice/GestureDescription$GestureStep;-><clinit>()V,blocked
Landroid/accessibilityservice/GestureDescription$TouchPoint$1;-><init>()V,blocked
Landroid/accessibilityservice/GestureDescription$TouchPoint$1;->newArray(I)[Landroid/accessibilityservice/GestureDescription$TouchPoint;,blocked
Landroid/accessibilityservice/GestureDescription$TouchPoint;-><clinit>()V,blocked
Landroid/accessibilityservice/IAccessibilityServiceClient$Default;-><init>()V,blocked
Landroid/accessibilityservice/IAccessibilityServiceClient$Default;->bindInput()V,blocked
Landroid/accessibilityservice/IAccessibilityServiceClient$Default;->clearAccessibilityCache()V,blocked
Landroid/accessibilityservice/IAccessibilityServiceClient$Default;->onAccessibilityButtonAvailabilityChanged(Z)V,blocked
Landroid/accessibilityservice/IAccessibilityServiceClient$Default;->onAccessibilityButtonClicked(I)V,blocked
Landroid/accessibilityservice/IAccessibilityServiceClient$Default;->onFingerprintCapturingGesturesChanged(Z)V,blocked
Landroid/accessibilityservice/IAccessibilityServiceClient$Default;->onFingerprintGesture(I)V,blocked
Landroid/accessibilityservice/IAccessibilityServiceClient$Default;->onInterrupt()V,blocked
Landroid/accessibilityservice/IAccessibilityServiceClient$Default;->onPerformGestureResult(IZ)V,blocked
Landroid/accessibilityservice/IAccessibilityServiceClient$Default;->onSoftKeyboardShowModeChanged(I)V,blocked
Landroid/accessibilityservice/IAccessibilityServiceClient$Default;->onSystemActionsChanged()V,blocked
Landroid/accessibilityservice/IAccessibilityServiceClient$Default;->onTouchStateChanged(II)V,blocked
Landroid/accessibilityservice/IAccessibilityServiceClient$Default;->unbindInput()V,blocked
Landroid/accessibilityservice/IAccessibilityServiceClient$Stub$Proxy;->bindInput()V,blocked
Landroid/accessibilityservice/IAccessibilityServiceClient$Stub$Proxy;->onAccessibilityButtonClicked(I)V,blocked
Landroid/accessibilityservice/IAccessibilityServiceClient$Stub$Proxy;->onSystemActionsChanged()V,blocked
Landroid/accessibilityservice/IAccessibilityServiceClient$Stub$Proxy;->onTouchStateChanged(II)V,blocked
Landroid/accessibilityservice/IAccessibilityServiceClient$Stub$Proxy;->unbindInput()V,blocked
Landroid/accessibilityservice/IAccessibilityServiceClient$Stub;->getDefaultTransactionName(I)Ljava/lang/String;,blocked
Landroid/accessibilityservice/IAccessibilityServiceClient$Stub;->getMaxTransactionId()I,blocked
Landroid/accessibilityservice/IAccessibilityServiceClient$Stub;->getTransactionName(I)Ljava/lang/String;,blocked
Landroid/accessibilityservice/IAccessibilityServiceClient;->bindInput()V,blocked
Landroid/accessibilityservice/IAccessibilityServiceClient;->onAccessibilityButtonClicked(I)V,blocked
Landroid/accessibilityservice/IAccessibilityServiceClient;->onSystemActionsChanged()V,blocked
Landroid/accessibilityservice/IAccessibilityServiceClient;->onTouchStateChanged(II)V,blocked
Landroid/accessibilityservice/IAccessibilityServiceClient;->unbindInput()V,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Default;-><init>()V,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Default;->disableSelf()V,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Default;->getCurrentMagnificationRegion(I)Landroid/graphics/Region;,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Default;->getInstalledAndEnabledServices()Ljava/util/List;,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Default;->getMagnificationCenterX(I)F,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Default;->getMagnificationCenterY(I)F,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Default;->getMagnificationConfig(I)Landroid/accessibilityservice/MagnificationConfig;,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Default;->getMagnificationRegion(I)Landroid/graphics/Region;,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Default;->getMagnificationScale(I)F,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Default;->getOverlayWindowToken(I)Landroid/os/IBinder;,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Default;->getServiceInfo()Landroid/accessibilityservice/AccessibilityServiceInfo;,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Default;->getSoftKeyboardShowMode()I,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Default;->getSystemActions()Ljava/util/List;,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Default;->getWindow(I)Landroid/view/accessibility/AccessibilityWindowInfo;,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Default;->getWindows()Landroid/view/accessibility/AccessibilityWindowInfo$WindowListSparseArray;,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Default;->isAccessibilityButtonAvailable()Z,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Default;->isFingerprintGestureDetectionAvailable()Z,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Default;->onDoubleTap(I)V,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Default;->onDoubleTapAndHold(I)V,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Default;->performGlobalAction(I)Z,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Default;->requestDelegating(I)V,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Default;->requestDragging(II)V,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Default;->requestTouchExploration(I)V,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Default;->resetCurrentMagnification(IZ)Z,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Default;->resetMagnification(IZ)Z,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Default;->setAnimationScale(F)V,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Default;->setCacheEnabled(Z)V,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Default;->setFocusAppearance(II)V,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Default;->setMagnificationCallbackEnabled(IZ)V,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Default;->setOnKeyEventResult(ZI)V,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Default;->setServiceDetectsGesturesEnabled(IZ)V,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Default;->setSoftKeyboardCallbackEnabled(Z)V,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Default;->setSoftKeyboardShowMode(I)Z,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Stub$Proxy;->getCurrentMagnificationRegion(I)Landroid/graphics/Region;,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Stub$Proxy;->getInstalledAndEnabledServices()Ljava/util/List;,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Stub$Proxy;->getMagnificationCenterX(I)F,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Stub$Proxy;->getMagnificationCenterY(I)F,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Stub$Proxy;->getMagnificationConfig(I)Landroid/accessibilityservice/MagnificationConfig;,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Stub$Proxy;->getMagnificationRegion(I)Landroid/graphics/Region;,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Stub$Proxy;->getMagnificationScale(I)F,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Stub$Proxy;->getOverlayWindowToken(I)Landroid/os/IBinder;,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Stub$Proxy;->getSoftKeyboardShowMode()I,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Stub$Proxy;->getSystemActions()Ljava/util/List;,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Stub$Proxy;->getWindows()Landroid/view/accessibility/AccessibilityWindowInfo$WindowListSparseArray;,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Stub$Proxy;->onDoubleTap(I)V,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Stub$Proxy;->onDoubleTapAndHold(I)V,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Stub$Proxy;->requestDelegating(I)V,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Stub$Proxy;->requestDragging(II)V,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Stub$Proxy;->requestTouchExploration(I)V,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Stub$Proxy;->resetCurrentMagnification(IZ)Z,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Stub$Proxy;->resetMagnification(IZ)Z,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Stub$Proxy;->setAnimationScale(F)V,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Stub$Proxy;->setCacheEnabled(Z)V,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Stub$Proxy;->setFocusAppearance(II)V,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Stub$Proxy;->setMagnificationCallbackEnabled(IZ)V,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Stub$Proxy;->setServiceDetectsGesturesEnabled(IZ)V,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Stub;-><init>()V,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Stub;->connectBluetoothBrailleDisplay_enforcePermission()V,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Stub;->getDefaultTransactionName(I)Ljava/lang/String;,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Stub;->getMaxTransactionId()I,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Stub;->getTransactionName(I)Ljava/lang/String;,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection$Stub;->setTestBrailleDisplayData_enforcePermission()V,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection;->getCurrentMagnificationRegion(I)Landroid/graphics/Region;,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection;->getInstalledAndEnabledServices()Ljava/util/List;,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection;->getMagnificationCenterX(I)F,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection;->getMagnificationCenterY(I)F,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection;->getMagnificationConfig(I)Landroid/accessibilityservice/MagnificationConfig;,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection;->getMagnificationRegion(I)Landroid/graphics/Region;,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection;->getMagnificationScale(I)F,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection;->getOverlayWindowToken(I)Landroid/os/IBinder;,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection;->getSoftKeyboardShowMode()I,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection;->getSystemActions()Ljava/util/List;,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection;->getWindows()Landroid/view/accessibility/AccessibilityWindowInfo$WindowListSparseArray;,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection;->onDoubleTap(I)V,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection;->onDoubleTapAndHold(I)V,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection;->requestDelegating(I)V,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection;->requestDragging(II)V,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection;->requestTouchExploration(I)V,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection;->resetCurrentMagnification(IZ)Z,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection;->resetMagnification(IZ)Z,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection;->setAnimationScale(F)V,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection;->setCacheEnabled(Z)V,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection;->setFocusAppearance(II)V,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection;->setMagnificationCallbackEnabled(IZ)V,blocked
Landroid/accessibilityservice/IAccessibilityServiceConnection;->setServiceDetectsGesturesEnabled(IZ)V,blocked
Landroid/accessibilityservice/IBrailleDisplayConnection$Default;-><init>()V,blocked
Landroid/accessibilityservice/IBrailleDisplayConnection$Default;->disconnect()V,blocked
Landroid/accessibilityservice/IBrailleDisplayConnection$Default;->write([B)V,blocked
Landroid/accessibilityservice/IBrailleDisplayConnection$Stub$Proxy;->disconnect()V,blocked
Landroid/accessibilityservice/IBrailleDisplayConnection$Stub$Proxy;->getInterfaceDescriptor()Ljava/lang/String;,blocked
Landroid/accessibilityservice/IBrailleDisplayConnection$Stub$Proxy;->write([B)V,blocked
Landroid/accessibilityservice/IBrailleDisplayConnection$Stub;-><init>()V,blocked
Landroid/accessibilityservice/IBrailleDisplayConnection$Stub;->getDefaultTransactionName(I)Ljava/lang/String;,blocked
Landroid/accessibilityservice/IBrailleDisplayConnection$Stub;->getMaxTransactionId()I,blocked
Landroid/accessibilityservice/IBrailleDisplayConnection$Stub;->getTransactionName(I)Ljava/lang/String;,blocked
Landroid/accessibilityservice/IBrailleDisplayConnection;->disconnect()V,blocked
Landroid/accessibilityservice/IBrailleDisplayConnection;->write([B)V,blocked
Landroid/accessibilityservice/IBrailleDisplayController$Default;-><init>()V,blocked
Landroid/accessibilityservice/IBrailleDisplayController$Default;->onConnectionFailed(I)V,blocked
Landroid/accessibilityservice/IBrailleDisplayController$Default;->onDisconnected()V,blocked
Landroid/accessibilityservice/IBrailleDisplayController$Default;->onInput([B)V,blocked
Landroid/accessibilityservice/IBrailleDisplayController$Stub$Proxy;->getInterfaceDescriptor()Ljava/lang/String;,blocked
Landroid/accessibilityservice/IBrailleDisplayController$Stub$Proxy;->onConnectionFailed(I)V,blocked
Landroid/accessibilityservice/IBrailleDisplayController$Stub$Proxy;->onDisconnected()V,blocked
Landroid/accessibilityservice/IBrailleDisplayController$Stub$Proxy;->onInput([B)V,blocked
Landroid/accessibilityservice/IBrailleDisplayController$Stub;-><init>()V,blocked
Landroid/accessibilityservice/IBrailleDisplayController$Stub;->getDefaultTransactionName(I)Ljava/lang/String;,blocked
Landroid/accessibilityservice/IBrailleDisplayController$Stub;->getMaxTransactionId()I,blocked
Landroid/accessibilityservice/IBrailleDisplayController$Stub;->getTransactionName(I)Ljava/lang/String;,blocked
Landroid/accessibilityservice/IBrailleDisplayController;->onConnectionFailed(I)V,blocked
Landroid/accessibilityservice/IBrailleDisplayController;->onDisconnected()V,blocked
Landroid/accessibilityservice/IBrailleDisplayController;->onInput([B)V,blocked
Landroid/accessibilityservice/InputMethod$SessionImpl;->finishInput()V,blocked
Landroid/accessibilityservice/InputMethod$SessionImpl;->setEnabled(Z)V,blocked
Landroid/accessibilityservice/InputMethod$SessionImpl;->updateSelection(IIIIII)V,blocked
Landroid/accessibilityservice/InputMethod;->doFinishInput()V,blocked
Landroid/accessibilityservice/MagnificationConfig$1;-><init>()V,blocked
Landroid/accessibilityservice/MagnificationConfig$1;->newArray(I)[Landroid/accessibilityservice/MagnificationConfig;,blocked
Landroid/accessibilityservice/MagnificationConfig;-><clinit>()V,blocked
Landroid/accessibilityservice/MagnificationConfig;-><init>()V,blocked
Landroid/accessibilityservice/TouchInteractionController;->onStateChanged(I)V,blocked
Landroid/accessibilityservice/TouchInteractionController;->setServiceDetectsGestures(Z)V,blocked
Landroid/accessibilityservice/TouchInteractionController;->validateTransitionRequest()V,blocked
Landroid/accessibilityservice/util/AccessibilityUtils;-><clinit>()V,blocked
Landroid/accessibilityservice/util/AccessibilityUtils;-><init>()V,blocked
Landroid/accounts/Account$1;-><init>()V,blocked
Landroid/accounts/Account$1;->newArray(I)[Landroid/accounts/Account;,blocked
Landroid/accounts/Account;-><clinit>()V,blocked
Landroid/accounts/Account;->toSafeString()Ljava/lang/String;,blocked
Landroid/accounts/AccountAuthenticatorResponse$1;-><init>()V,blocked
Landroid/accounts/AccountAuthenticatorResponse$1;->newArray(I)[Landroid/accounts/AccountAuthenticatorResponse;,blocked
Landroid/accounts/AccountAuthenticatorResponse;-><clinit>()V,blocked
Landroid/accounts/AccountManager$10;->doWork()V,blocked
Landroid/accounts/AccountManager$11;->doWork()V,blocked
Landroid/accounts/AccountManager$12;->doWork()V,blocked
Landroid/accounts/AccountManager$13;->doWork()V,blocked
Landroid/accounts/AccountManager$14;->doWork()V,blocked
Landroid/accounts/AccountManager$15;->doWork()V,blocked
Landroid/accounts/AccountManager$16;->doWork()V,blocked
Landroid/accounts/AccountManager$19;->doWork()V,blocked
Landroid/accounts/AccountManager$21;->doWork()V,blocked
Landroid/accounts/AccountManager$22;->doWork()V,blocked
Landroid/accounts/AccountManager$23;->doWork()V,blocked
Landroid/accounts/AccountManager$24;->doWork()V,blocked
Landroid/accounts/AccountManager$3;->doWork()V,blocked
Landroid/accounts/AccountManager$4;->doWork()V,blocked
Landroid/accounts/AccountManager$5;->doWork()V,blocked
Landroid/accounts/AccountManager$6;->doWork()V,blocked
Landroid/accounts/AccountManager$7;->doWork()V,blocked
Landroid/accounts/AccountManager$8;->doWork()V,blocked
Landroid/accounts/AccountManager$9;->doWork()V,blocked
Landroid/accounts/AccountManager$AmsTask$1;->call()Landroid/os/Bundle;,blocked
Landroid/accounts/AccountManager$AmsTask;->getResult()Landroid/os/Bundle;,blocked
Landroid/accounts/AccountManager;->disableLocalAccountCaches()V,blocked
Landroid/accounts/AccountManager;->disableLocalUserInfoCaches()V,blocked
Landroid/accounts/AccountManager;->invalidateLocalAccountUserDataCaches()V,blocked
Landroid/accounts/AccountManager;->invalidateLocalAccountsDataCaches()V,blocked
Landroid/accounts/AccountManagerResponse$1;-><init>()V,blocked
Landroid/accounts/AccountManagerResponse$1;->newArray(I)[Landroid/accounts/AccountManagerResponse;,blocked
Landroid/accounts/AccountManagerResponse;-><clinit>()V,blocked
Landroid/accounts/AuthenticatorDescription$1;-><init>()V,blocked
Landroid/accounts/AuthenticatorDescription$1;->newArray(I)[Landroid/accounts/AuthenticatorDescription;,blocked
Landroid/accounts/AuthenticatorDescription;-><clinit>()V,blocked
Landroid/accounts/CantAddAccountActivity;->lambda$onCreate$0()Ljava/lang/String;,blocked
Landroid/accounts/ChooseTypeAndAccountActivity;->lambda$onCreate$0()Ljava/lang/String;,blocked
Landroid/accounts/IAccountAuthenticator$Default;-><init>()V,blocked
Landroid/accounts/IAccountAuthenticator$Stub;->addAccountFromCredentials_enforcePermission()V,blocked
Landroid/accounts/IAccountAuthenticator$Stub;->addAccount_enforcePermission()V,blocked
Landroid/accounts/IAccountAuthenticator$Stub;->confirmCredentials_enforcePermission()V,blocked
Landroid/accounts/IAccountAuthenticator$Stub;->editProperties_enforcePermission()V,blocked
Landroid/accounts/IAccountAuthenticator$Stub;->finishSession_enforcePermission()V,blocked
Landroid/accounts/IAccountAuthenticator$Stub;->getAccountCredentialsForCloning_enforcePermission()V,blocked
Landroid/accounts/IAccountAuthenticator$Stub;->getAccountRemovalAllowed_enforcePermission()V,blocked
Landroid/accounts/IAccountAuthenticator$Stub;->getAuthTokenLabel_enforcePermission()V,blocked
